,vv_list,vh_list,vv/vh_list
532,"[0.492676317691803, 0.24705828726291656, 0.1516711264848709, 0.08450096845626831, 0.039439547806978226, 0.05725245550274849, 0.062085140496492386, 0.09019242972135544, 0.08555328100919724, 0.08516930043697357, 0.14958488941192627, 0.13506320118904114, 0.05659275874495506, 0.07935124635696411, 0.1748284548521042]","[0.007134720683097839, 0.022551892325282097, 0.031592052429914474, 0.0187011007219553, 0.03666688874363899, 0.020412281155586243, 0.020221179351210594, 0.023751266300678253, 0.031367719173431396, 0.024164894595742226, 0.11304139345884323, 0.04745147377252579, 0.009795100428164005, 0.00863711815327406, 0.003583592129871249]","[69.05334344187484, 10.955102290283136, 4.80092665145281, 4.518502397939777, 1.075617516466276, 2.80480437567754, 3.070302647445511, 3.7973735201975254, 2.7274307238015973, 3.5245053562940067, 1.3232753492762632, 2.8463436528127857, 5.777659878017485, 9.187236407885026, 48.785812814692555]"
533,"[0.11838646233081818, 0.3138737678527832, 0.15905879437923431, 0.08662320673465729, 0.0699860081076622, 0.09847043454647064, 0.14619141817092896, 0.06187482923269272, 0.06778880953788757, 0.0844641849398613, 0.13421125710010529, 0.15282604098320007, 0.09073376655578613, 0.1885959655046463, 0.20829474925994873]","[0.004745486192405224, 0.0156649649143219, 0.018709365278482437, 0.008269581012427807, 0.03192098066210747, 0.016774501651525497, 0.03371121734380722, 0.02683214098215103, 0.01670129783451557, 0.022480100393295288, 0.08007250726222992, 0.046968717128038406, 0.053554244339466095, 0.04301844909787178, 0.012651275843381882]","[24.947172435205136, 20.036672253623752, 8.501560155125475, 10.474920870171898, 2.1924767552878066, 5.870245005908453, 4.336580808695846, 2.3059967251160605, 4.05889471642093, 3.7572868208832744, 1.676121576417934, 3.2537835889064377, 1.6942404411618424, 4.384071705504059, 16.464327538072897]"
534,"[0.07975481450557709, 0.30097806453704834, 0.2462989240884781, 0.06306812167167664, 0.09145841747522354, 0.08114246279001236, 0.052198559045791626, 0.11633653193712234, 0.0949968546628952, 0.02048293501138687, 0.03278616815805435, 0.02280517667531967, 0.11088921874761581, 0.20246616005897522, 0.026961032301187515]","[0.00681224325671792, 0.012385601177811623, 0.02206214889883995, 0.014128625392913818, 0.022735217586159706, 0.01113514881581068, 0.008318948559463024, 0.050289399921894073, 0.01604466326534748, 0.04126903787255287, 0.010824056342244148, 0.028603194281458855, 0.07006676495075226, 0.17525207996368408, 0.004443213809281588]","[11.707569958974464, 24.30064235204345, 11.163868271301022, 4.463854049333654, 4.022764116007395, 7.2870568801738, 6.274658230265697, 2.3133410245063173, 5.920775842523601, 0.49632693339356043, 3.0290093770203717, 0.7972947514502753, 1.5826222150481242, 1.1552853472605316, 6.067912429707446]"
535,"[0.010413303039968014, 0.27307742834091187, 0.10711236298084259, 0.12526828050613403, 0.16291409730911255, 0.022477110847830772, 0.02387554943561554, 0.023252949118614197, 0.030602719634771347, 0.04774101823568344, 0.1887519508600235, 0.15759946405887604, 0.06047952547669411, 0.00843043439090252, 0.08595164120197296]","[0.002157227834686637, 0.008899781852960587, 0.0074335671961307526, 0.012720925733447075, 0.015512915328145027, 0.023056508973240852, 0.013067565858364105, 0.009769401513040066, 0.020762749016284943, 0.03955864533782005, 0.03668096661567688, 0.01856699399650097, 0.008449140004813671, 0.0031363756861537695, 0.0036273596342653036]","[4.82716886576826, 30.683609199934534, 14.409281594521088, 9.847418586586564, 10.501836299817745, 0.9748705180787549, 1.8270846838957089, 2.3801815379966187, 1.4739242674834905, 1.2068415848922063, 5.14577363343947, 8.488151829454802, 7.158068802533455, 2.68795426138538, 23.69537345843621]"
536,"[0.2345733344554901, 0.2373371422290802, 0.4020636975765228, 0.030536867678165436, 0.08109188079833984, 0.03624635934829712, 0.13634330034255981, 0.04844971373677254, 0.2002461552619934, 0.2553437054157257, 0.4382103979587555, 0.22414445877075195, 0.201992005109787, 0.1699661761522293, 0.3973369300365448]","[0.02041429467499256, 0.06081751361489296, 0.008340125903487206, 0.014355847612023354, 0.014438492245972157, 0.013184227980673313, 0.03630645573139191, 0.0200079046189785, 0.09429733455181122, 0.18929670751094818, 0.08677942305803299, 0.047973792999982834, 0.0187446977943182, 0.005444621201604605, 0.0059116375632584095]","[11.490641150724723, 3.9024473070691466, 48.20834867833475, 2.127137909473914, 5.616367652305364, 2.7492212211007314, 3.7553459184029454, 2.4215286237828, 2.123561140023201, 1.3489072724677877, 5.049703979544852, 4.672227163085315, 10.77595420988936, 31.217263765225383, 67.21266751974869]"
537,"[0.10455494374036789, 0.15899524092674255, 0.44885268807411194, 0.034923624247312546, 0.10325177758932114, 0.026243707165122032, 0.09091182053089142, 0.1105978861451149, 0.14823761582374573, 0.07017229497432709, 0.2176254689693451, 0.1568775624036789, 0.014699934050440788, 0.02341698296368122, 0.025143716484308243]","[0.006442937534302473, 0.008618689142167568, 0.014319620095193386, 0.025196319445967674, 0.016882143914699554, 0.04512810334563255, 0.0347626656293869, 0.026667887344956398, 0.014601067639887333, 0.024652665480971336, 0.11624253541231155, 0.07838881760835648, 0.003645693650469184, 0.005055992864072323, 0.0022087721154093742]","[16.227837563799575, 18.44772891840903, 31.34529303782135, 1.3860605443665936, 6.116034676106401, 0.5815380044697107, 2.6152143077899748, 4.147230889140226, 10.152518944490664, 2.846438452202704, 1.872167259578681, 2.0012747632891363, 4.032136394276841, 4.63153006604921, 11.383572034839865]"
538,"[0.15555322170257568, 0.36697179079055786, 0.23985075950622559, 0.13544096052646637, 0.03937646374106407, 0.04226035624742508, 0.06480439752340317, 0.02927163429558277, 0.10769445449113846, 0.03236493468284607, 0.16752682626247406, 0.10729015618562698, 0.12807253003120422, 0.09603049606084824, 0.11610730737447739]","[0.008871876634657383, 0.0327579602599144, 0.016571514308452606, 0.06120181828737259, 0.02424381673336029, 0.028434935957193375, 0.030574653297662735, 0.021845227107405663, 0.028807872906327248, 0.028408091515302658, 0.09456541389226913, 0.06271269917488098, 0.010671603493392467, 0.008119652047753334, 0.0050771478563547134]","[17.533294037804538, 11.202522619810908, 14.473677845113121, 2.213021840143777, 1.6241858356766392, 1.486212464520575, 2.1195464390877365, 1.339955595410565, 3.738368842480032, 1.1392857793847915, 1.7715443666679667, 1.710820258053908, 12.00124518405344, 11.826922569596979, 22.868608647895478]"
539,"[0.3889187276363373, 0.0992860496044159, 0.1831943243741989, 0.06177873536944389, 0.08145374804735184, 0.0605577751994133, 0.056555066257715225, 0.03799760714173317, 0.06156624108552933, 0.05175073817372322, 0.10052260756492615, 0.21743439137935638, 0.02267160825431347, 0.07307431846857071, 0.10430166125297546]","[0.03370676934719086, 0.044380538165569305, 0.03120490349829197, 0.037570759654045105, 0.013744642958045006, 0.017130006104707718, 0.024354374036192894, 0.020496217533946037, 0.021351760253310204, 0.032696682959795, 0.03271966055035591, 0.0744636133313179, 0.0042036655358970165, 0.01351545937359333, 0.0038979805540293455]","[11.538297355950846, 2.237152898732594, 5.870690303023249, 1.6443302168576834, 5.926217821444054, 3.5351870179877305, 2.3221728537826127, 1.8538838729048985, 2.883426956612844, 1.5827519335021771, 3.072238705234144, 2.920008600870673, 5.393294985224269, 5.406721033200263, 26.757871109736232]"
540,"[0.35769274830818176, 0.06595363467931747, 0.14542926847934723, 0.19109569489955902, 0.19825804233551025, 0.12385465204715729, 0.048411305993795395, 0.07147888839244843, 0.06305057555437088, 0.3268446624279022, 0.17494843900203705, 0.2415488213300705, 0.20225921273231506, 0.06456038355827332, 0.036725953221321106]","[0.005704300478100777, 0.046907246112823486, 0.030797885730862617, 0.016344623640179634, 0.02102421224117279, 0.04869634658098221, 0.030052606016397476, 0.020661311224102974, 0.02199956588447094, 0.03147631138563156, 0.10002084821462631, 0.08478594571352005, 0.022135337814688683, 0.016056997701525688, 0.004061134532094002]","[62.70580410015043, 1.406043631738319, 4.722053641935956, 11.69165464475992, 9.429986724889096, 2.543407478037116, 1.610885457566673, 3.4595523787020315, 2.865991805723632, 10.383829872044716, 1.7491197297850338, 2.848925246953433, 9.137389924905454, 4.020700803372413, 9.043274220808557]"
541,"[0.24447190761566162, 0.33474090695381165, 0.32604464888572693, 0.07854818552732468, 0.2818184494972229, 0.14944374561309814, 0.17337903380393982, 0.04947071522474289, 0.24043436348438263, 0.1105409488081932, 0.32044097781181335, 0.3109297752380371, 0.05070812255144119, 0.04922030121088028, 0.1909264177083969]","[0.0028780093416571617, 0.02641373500227928, 0.01578459143638611, 0.020242001861333847, 0.03821348398923874, 0.019707590341567993, 0.054525651037693024, 0.04763834550976753, 0.06720822304487228, 0.02828560769557953, 0.08180193603038788, 0.03566659241914749, 0.007635952904820442, 0.009713251143693924, 0.004039593040943146]","[84.94479294319954, 12.672986494523638, 20.655881414462193, 3.8804554048266815, 7.374843120208184, 7.583055209843984, 3.1797700807659255, 1.0384641761876399, 3.577454552307596, 3.9080280684748567, 3.9172786533166595, 8.717675397303037, 6.640706560595738, 5.067335383666599, 47.26377527965547]"
542,"[0.011376607231795788, 0.14392903447151184, 0.10347738862037659, 0.1737040877342224, 0.39473894238471985, 0.1388830691576004, 0.07908470183610916, 0.3375721871852875, 0.13081108033657074, 0.1019914373755455, 0.11622887849807739, 0.03238140791654587, 0.1237756758928299, 0.21689952909946442, 0.02262529358267784]","[0.0031429463997483253, 0.003121847752481699, 0.003335475455969572, 0.04249981418251991, 0.05549635738134384, 0.03571387752890587, 0.01776287890970707, 0.05602439492940903, 0.03672957420349121, 0.02495388686656952, 0.05368628352880478, 0.044177066534757614, 0.03839581459760666, 0.03959616646170616, 0.005097095854580402]","[3.619726773802691, 46.103796816195185, 31.023279885085312, 4.087172875350277, 7.112880214322298, 3.8887703819108443, 4.452245733257287, 6.025449942130207, 3.5614646554801856, 4.0871964323995735, 2.1649641371751143, 0.7329913562972507, 3.2236762571654163, 5.477791121754932, 4.438859740561104]"
543,"[0.06993208825588226, 0.3725866973400116, 0.21293936669826508, 0.08575880527496338, 0.16056543588638306, 0.06676041334867477, 0.04299159348011017, 0.023628856986761093, 0.13852673768997192, 0.028988635167479515, 0.228929802775383, 0.10736620426177979, 0.1872597187757492, 0.30376821756362915, 0.007526234723627567]","[0.009187801741063595, 0.015232103876769543, 0.039511483162641525, 0.023423857986927032, 0.032693590968847275, 0.025570228695869446, 0.0069581568241119385, 0.01298469677567482, 0.05702316761016846, 0.021701693534851074, 0.059771012514829636, 0.025922762230038643, 0.014901363290846348, 0.04322086274623871, 0.003107635537162423]","[7.611405886495197, 24.460619514829002, 5.389303302580178, 3.6611733781354796, 4.911220552045842, 2.610864929786846, 6.1785893257151665, 1.8197465366327812, 2.4293062538544357, 1.335777556757321, 3.8301141831683676, 4.141773292097959, 12.566616565262834, 7.028277509107903, 2.4218524449298067]"
544,"[0.0523492731153965, 0.39337795972824097, 0.1819836050271988, 0.15006498992443085, 0.31304314732551575, 0.12177173793315887, 0.05481220781803131, 0.07087848335504532, 0.0508134551346302, 0.09638074040412903, 0.027580484747886658, 0.05462921783328056, 0.1488560289144516, 0.4207206964492798, 0.15376543998718262]","[0.0036952930968254805, 0.011262474581599236, 0.015879398211836815, 0.05396373197436333, 0.035675302147865295, 0.020618310198187828, 0.01810375601053238, 0.049400296062231064, 0.03468579798936844, 0.033294711261987686, 0.009686646051704884, 0.048163942992687225, 0.036418672651052475, 0.06303971260786057, 0.012828091159462929]","[14.166473874661863, 34.9281995602411, 11.460359051361571, 2.7808489967988606, 8.774786153962465, 5.905999898277869, 3.027670489269892, 1.434778513589423, 1.4649642816407182, 2.8947762798041192, 2.8472687657491518, 1.134234749874506, 4.087354592538939, 6.673899341299014, 11.986618903448788]"
545,"[0.22732989490032196, 0.15401828289031982, 0.1844603270292282, 0.12665709853172302, 0.18561789393424988, 0.044820208102464676, 0.07470967620611191, 0.05784605070948601, 0.1950341761112213, 0.05100158601999283, 0.18404287099838257, 0.31975409388542175, 0.27766185998916626, 0.054031018167734146, 0.049404315650463104]","[0.003762830514460802, 0.03245159238576889, 0.03222472965717316, 0.03123488463461399, 0.04124262556433678, 0.03153504803776741, 0.02494128607213497, 0.019999483600258827, 0.05559766665101051, 0.02450815960764885, 0.03202898055315018, 0.045147642493247986, 0.037726178765296936, 0.03128674998879433, 0.005575083661824465]","[60.414598538700695, 4.746093228936957, 5.724185400207624, 4.054988517273526, 4.500632328673976, 1.421282379173373, 2.9954219678182286, 2.892377216616602, 3.5079561402362645, 2.081004320050027, 5.7461357751607, 7.08240953961754, 7.359925364203019, 1.7269616750568824, 8.861627671842932]"
546,"[0.0689474418759346, 0.19879543781280518, 0.09151206165552139, 0.09740611910820007, 0.11711389571428299, 0.0632660835981369, 0.04452023655176163, 0.050153449177742004, 0.13576121628284454, 0.08468711376190186, 0.08597104996442795, 0.0375228077173233, 0.2615145146846771, 0.279521107673645, 0.03148959204554558]","[0.010968264192342758, 0.006716080009937286, 0.006229113787412643, 0.01916341483592987, 0.02320326305925846, 0.016330143436789513, 0.018720857799053192, 0.01209954172372818, 0.033363908529281616, 0.02992861717939377, 0.024060722440481186, 0.02112823724746704, 0.048903096467256546, 0.05057726055383682, 0.008532152511179447]","[6.286085078445565, 29.59992101324914, 14.691024241753707, 5.0829207603214535, 5.047302847672226, 3.874190318231212, 2.3781087933915743, 4.145070145870652, 4.069104078848993, 2.8296367070447213, 3.573086808889211, 1.7759554324306788, 5.347606462093381, 5.526616202870647, 3.6906972776548033]"
547,"[0.036239445209503174, 0.17138564586639404, 0.21391379833221436, 0.1453871726989746, 0.0697639137506485, 0.057939015328884125, 0.021693935617804527, 0.07666964828968048, 0.07254671305418015, 0.050708185881376266, 0.0809030532836914, 0.07392346858978271, 0.11455320566892624, 0.33663302659988403, 0.06925992667675018]","[0.0032550652977079153, 0.014373223297297955, 0.019255634397268295, 0.015686413273215294, 0.055495522916316986, 0.01396986749023199, 0.013729635626077652, 0.03192021697759628, 0.03871593996882439, 0.01628459244966507, 0.027634957805275917, 0.07281800359487534, 0.006790523882955313, 0.03774460405111313, 0.004550103563815355]","[11.133246769280333, 11.923953473860877, 11.109153503795298, 9.268350270180925, 1.2571088636437782, 4.147427695316097, 1.580080943779726, 2.401915010273655, 1.8738202691862225, 3.1138750348289617, 2.927562034064182, 1.0151812043771162, 16.869568186994048, 8.918705999512435, 15.22161544355582]"
548,"[0.2547576427459717, 0.11994390934705734, 0.1309831142425537, 0.05641624331474304, 0.10411155223846436, 0.030222421512007713, 0.07466736435890198, 0.020399466156959534, 0.2902289032936096, 0.0466473214328289, 0.3110569715499878, 0.10820271074771881, 0.1360638290643692, 0.19866816699504852, 0.10420554131269455]","[0.004620391875505447, 0.027488408610224724, 0.015802865847945213, 0.02357187308371067, 0.03589823842048645, 0.009802923537790775, 0.02219768613576889, 0.013138131238520145, 0.054143019020557404, 0.04466976597905159, 0.06381843239068985, 0.07444831728935242, 0.005024627782404423, 0.018400531262159348, 0.005859790835529566]","[55.137670052738216, 4.363435913945285, 8.288567118323348, 2.393371248622981, 2.900185547239829, 3.0830008410754934, 3.3637453877944754, 1.5526916109004625, 5.360412266324001, 1.0442705577348381, 4.874092952420535, 1.453393638531491, 27.07938477370336, 10.796871251408332, 17.78315032694801]"
